experiment,dataset,repeat,split,split_id,split_seed,split_policy,ablation,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,val_bal_acc,num_features_after_variant,test_acc,pca_dims_json,retained_variance_json,time_sec,selection_rule
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",1.0,0.8466666666666667,0.8466666666666667,6136,0.7478116510715364,"{""0"": 18, ""1"": 17, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9754404607114064, ""1"": 0.9593846479057263, ""2"": 0.9722108212651414, ""3"": 0.960489941369121, ""4"": 0.9574181146703135, ""5"": 0.9598182386462677, ""6"": 0.9586303307211301, ""7"": 0.9526648000387811, ""8"": 0.962426831845464, ""9"": 0.9573712896705289}",678.7386754720064,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_sym,"[0.01, 0.1, 1.0]",1.0,0.81,0.8099999999999999,4602,0.7291729550256565,"{""0"": 18, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 16}","{""0"": 0.974957158001331, ""1"": 0.9561572481978093, ""2"": 0.9521252298244913, ""3"": 0.9602123423449788, ""4"": 0.9590959943718891, ""5"": 0.9615351491108968, ""6"": 0.9615708101442121, ""7"": 0.9636406726437527, ""8"": 0.9656875573836438, ""9"": 0.9577077434897807}",504.0459263720113,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,200,300,13252,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.8833333333333333,0.8833333333333334,4602,0.7923332327195894,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 15, ""7"": 15, ""8"": 16, ""9"": 15}","{""0"": 0.956056903137326, ""1"": 0.9536330955007302, ""2"": 0.9697930333722767, ""3"": 0.9630031686687812, ""4"": 0.9575028489232686, ""5"": 0.9653190757992136, ""6"": 0.9625776771096566, ""7"": 0.9709335239681683, ""8"": 0.9623267758513107, ""9"": 0.9548912712032809}",547.9043416420027,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.83,0.8300000000000001,6903,0.7367944461213402,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",207.18837881900254,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",1.0,0.87,0.8699999999999999,6903,0.7740718382130999,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",129.18388516300183,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.95,"(1.0,)",0.4,full,[1.0],1.0,0.8633333333333333,0.8633333333333333,6903,0.7732417748264413,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",191.25807861299836,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.8733333333333333,0.8733333333333334,6903,0.7721098702082705,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",99.45619734600768,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,raw_only,"[0.05, 0.5, 5.0]",0.995,0.7533333333333333,0.7533333333333335,767,0.6537881074554784,"{""0"": 19, ""1"": 18, ""2"": 17, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 18, ""7"": 16, ""8"": 18, ""9"": 17}","{""0"": 1.0, ""1"": 0.9954323812525563, ""2"": 0.9937326307222978, ""3"": 0.9945670500510039, ""4"": 1.0, ""5"": 1.0, ""6"": 0.99421674636921, ""7"": 0.9909064883900799, ""8"": 0.9906256112124788, ""9"": 0.990680736411814}",102.66822084700107,ablation_grid_selected_by_val_only_test_once_after_selection_no_full
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.8766666666666667,0.8766666666666667,3068,0.7824479323875642,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 15, ""7"": 15, ""8"": 16, ""9"": 16}","{""0"": 0.958709449198383, ""1"": 0.9531020616250244, ""2"": 0.9733454130330746, ""3"": 0.9603207124005644, ""4"": 0.951087592884054, ""5"": 0.9627238999461529, ""6"": 0.9642230270669856, ""7"": 0.9724765916340883, ""8"": 0.9592602313324736, ""9"": 0.9712370657674998}",264.1745703339984,ablation_grid_selected_by_val_only_test_once_after_selection_no_full

